2026-01-15 | 23:19:33.982 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:08:16.455 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:08:16.457 | INFO | ThreadPoolExecutor-0_6 | Returning 147 CPU - Utilization
2026-01-30 | 00:08:16.486 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:08:16.547 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:08:16.550 | INFO | ThreadPoolExecutor-0_5 | Returning 146 CPU - Usage time
2026-01-30 | 00:08:16.583 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:08:16.587 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:08:16.698 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:08:16.698 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:08:16.713 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:08:16.856 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:08:16.884 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:15:36.669 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:15:38.807 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:15:38.809 | INFO | ThreadPoolExecutor-0_6 | Returning 154 CPU - Utilization
2026-01-30 | 00:15:38.818 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:15:38.820 | INFO | ThreadPoolExecutor-0_5 | Returning 154 CPU - Usage time
2026-01-30 | 00:15:38.882 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:15:38.887 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:15:39.014 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:15:39.022 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:15:39.158 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:15:39.190 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:15:39.191 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:15:39.203 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:16:52.403 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:16:54.851 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:16:54.879 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:16:54.903 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:16:54.924 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:16:54.927 | INFO | ThreadPoolExecutor-0_6 | Returning 155 CPU - Utilization
2026-01-30 | 00:16:54.941 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:16:54.941 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:16:54.942 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:16:54.944 | INFO | ThreadPoolExecutor-0_5 | Returning 155 CPU - Usage time
2026-01-30 | 00:16:54.959 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:16:55.022 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:16:55.027 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:22:47.348 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:22:48.134 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 00:22:48.134 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 00:22:50.334 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:22:50.337 | INFO | ThreadPoolExecutor-0_6 | Returning 161 CPU - Utilization
2026-01-30 | 00:22:50.436 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:22:50.439 | INFO | ThreadPoolExecutor-0_5 | Returning 161 CPU - Usage time
2026-01-30 | 00:22:50.458 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:22:50.462 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:22:50.505 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:22:50.574 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:22:50.605 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:22:50.672 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:22:50.685 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:22:50.733 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:23:32.857 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:24:50.477 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:24:52.591 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:24:52.593 | INFO | ThreadPoolExecutor-0_5 | Returning 163 CPU - Usage time
2026-01-30 | 00:24:52.593 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:24:52.595 | INFO | ThreadPoolExecutor-0_6 | Returning 163 CPU - Utilization
2026-01-30 | 00:24:52.604 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:24:52.608 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:24:52.774 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:24:52.886 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:24:52.943 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:24:52.958 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:24:53.133 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:24:53.163 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:24:59.745 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:25:00.496 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 00:25:00.496 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 00:25:02.507 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:25:02.509 | INFO | ThreadPoolExecutor-0_5 | Returning 163 CPU - Usage time
2026-01-30 | 00:25:02.608 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:25:02.611 | INFO | ThreadPoolExecutor-0_6 | Returning 163 CPU - Utilization
2026-01-30 | 00:25:02.627 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:25:02.630 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:25:02.635 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:25:02.683 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:25:02.732 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:25:02.767 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 00:25:02.801 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:25:02.815 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:25:08.540 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 00:25:09.311 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 00:25:09.311 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 00:25:11.360 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 00:25:11.394 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 00:25:11.407 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 00:25:11.408 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 00:25:11.451 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 00:25:11.453 | INFO | ThreadPoolExecutor-0_6 | Returning 164 CPU - Utilization
2026-01-30 | 00:25:11.456 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 00:25:11.458 | INFO | ThreadPoolExecutor-0_5 | Returning 163 CPU - Usage time
2026-01-30 | 00:25:11.486 | INFO | ThreadPoolExecutor-0_4 | Fetched 4 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 00:25:11.491 | INFO | ThreadPoolExecutor-0_4 | Returning 4 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 00:25:11.539 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 00:25:11.572 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 19:20:25.908 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 19:20:26.803 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 19:20:26.803 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 19:20:28.973 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 19:20:28.974 | INFO | ThreadPoolExecutor-0_6 | Returning 20 CPU - Utilization
2026-01-30 | 19:20:28.999 | INFO | ThreadPoolExecutor-0_1 | Fetched 5 time series for perquery latencies
2026-01-30 | 19:20:29.002 | INFO | ThreadPoolExecutor-0_1 | Returning 5 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 19:20:29.056 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 19:20:29.057 | INFO | ThreadPoolExecutor-0_5 | Returning 20 CPU - Usage time
2026-01-30 | 19:20:29.123 | INFO | ThreadPoolExecutor-0_4 | Fetched 3 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 19:20:29.124 | INFO | ThreadPoolExecutor-0_4 | Returning 3 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 19:20:29.391 | INFO | ThreadPoolExecutor-0_0 | Fetched 15 time series for perquery lock time
2026-01-30 | 19:20:29.395 | INFO | ThreadPoolExecutor-0_0 | Returning 5 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 19:20:29.507 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 19:20:29.616 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 19:21:44.369 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 19:21:45.111 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 19:21:45.111 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 19:21:47.163 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 19:21:47.163 | INFO | ThreadPoolExecutor-0_1 | Fetched 7 time series for perquery latencies
2026-01-30 | 19:21:47.164 | INFO | ThreadPoolExecutor-0_5 | Returning 20 CPU - Usage time
2026-01-30 | 19:21:47.167 | INFO | ThreadPoolExecutor-0_1 | Returning 7 perquery latency metrics (unique query/user/location/db buckets)
2026-01-30 | 19:21:47.167 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 19:21:47.168 | INFO | ThreadPoolExecutor-0_6 | Fetched 1 time series for CPU - Utilization
2026-01-30 | 19:21:47.168 | INFO | ThreadPoolExecutor-0_6 | Returning 20 CPU - Utilization
2026-01-30 | 19:21:47.175 | INFO | ThreadPoolExecutor-0_2 | Fetched 1 time series for WAL - Flushed Bytes Count
2026-01-30 | 19:21:47.176 | INFO | ThreadPoolExecutor-0_4 | Fetched 6 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 19:21:47.178 | INFO | ThreadPoolExecutor-0_4 | Returning 6 PostgreSQL num of backends by state metrics (state/database/region)
2026-01-30 | 19:21:47.197 | INFO | ThreadPoolExecutor-0_0 | Fetched 21 time series for perquery lock time
2026-01-30 | 19:21:47.202 | INFO | ThreadPoolExecutor-0_0 | Returning 7 perquery lock time metrics (unique query/user/location/db buckets)
2026-01-30 | 19:25:02.692 | INFO | MainThread |  ***** PostgreSQL Hotspots 0.1.0 starts *****
2026-01-30 | 19:25:03.455 | INFO | MainThread | Application Default Credentials already configured.
2026-01-30 | 19:25:03.455 | INFO | MainThread | Project: psql-hotspots
2026-01-30 | 19:25:05.602 | INFO | ThreadPoolExecutor-0_3 | Fetched 1 time series for WAL - Inserted Bytes Count
2026-01-30 | 19:25:05.603 | INFO | ThreadPoolExecutor-0_5 | Fetched 1 time series for CPU - Usage time
2026-01-30 | 19:25:05.606 | INFO | ThreadPoolExecutor-0_5 | Returning 83 CPU - Usage time
2026-01-30 | 19:25:05.607 | INFO | ThreadPoolExecutor-0_4 | Fetched 7 time series for Network - PostgreSQL num of backends by state
2026-01-30 | 19:25:05.612 | INFO | ThreadPoolExecutor-0_4 | Returning 7 PostgreSQL num of backends by state metrics (state/database/region)
